"row","col"
71,21
47,108
113,137
57,75
99,3
3,117
66,54
10,4
62,10
59,8
39,77
44,62
61,144
64,15
8,112
103,45
24,92
51,130
58,50
78,129
61,78
96,120
116,138
71,113
123,139
63,134
104,99
107,46
40,92
122,6
57,96
32,136
12,93
10,151
13,120
13,34
67,78
106,24
47,127
113,90
90,114
44,54
106,47
40,139
101,90
125,34
51,103
68,20
56,60
17,125
123,40
76,138
79,53
22,39
103,6
124,62
2,101
93,27
6,24
103,55
9,30
51,81
53,97
59,33
25,36
28,71
73,98
24,113
107,60
106,11
84,102
93,75
36,56
42,71
21,138
77,148
31,151
109,101
43,41
84,92
13,63
88,133
13,126
80,55
72,27
9,90
36,69
84,38
88,20
92,108
98,86
28,76
34,126
124,112
57,120
27,133
124,145
23,106
42,115
77,50
7,47
26,18
87,117
104,98
17,64
50,7
61,69
120,91
41,70
112,105
108,149
87,53
95,124
65,33
102,144
36,43
33,99
93,93
59,141
72,4
24,133
111,22
97,70
77,108
72,107
68,17
126,29
17,58
93,38
99,118
62,133
94,100
82,120
13,121
126,15
85,102
114,102
101,55
40,30
89,150
15,85
65,114
92,44
72,113
23,112
43,154
3,50
64,123
32,142
14,54
53,138
56,81
19,69
102,1
58,12
69,1
60,115
58,83
101,79
109,13
22,114
47,95
80,102
42,39
113,43
1,69
26,109
81,111
7,64
69,50
1,129
2,66
36,19
6,128
12,59
22,30
6,45
115,103
14,78
71,128
118,48
106,108
82,149
12,135
91,108
72,122
78,134
103,138
92,75
100,133
2,11
42,64
14,91
60,107
87,65
82,19
79,87
10,26
119,48
47,24
119,54
5,30
73,92
26,134
41,62
2,26
107,67
64,87
71,143
38,90
51,145
96,27
22,101
7,29
12,53
81,19
31,148
6,90
48,121
97,102
18,99
50,129
65,78
92,102
44,35
27,109
44,113
73,13
50,15
93,25
13,140
84,76
87,111
94,142
107,38
120,15
93,8
8,76
18,133
25,144
26,142
29,88
58,88
92,130
39,49
89,67
79,42
16,86
45,9
88,20
112,65
97,122
72,87
60,113
21,14
42,129
87,114
103,99
111,3
56,76
87,77
29,152
89,131
106,65
20,51
47,6
1,44
54,56
44,134
94,76
26,87
55,153
4,108
65,42
23,138
24,5
75,144
21,123
41,138
92,77
12,19
76,11
40,51
50,33
34,91
61,111
99,70
75,19
9,131
102,24
71,146
61,116
7,93
38,111
82,152
49,72
88,128
30,75
14,34
36,27
31,148
110,93
122,117
86,48
23,86
38,94
61,35
78,4
54,53
108,27
92,139
17,20
52,113
82,69
25,149
70,141
18,2
73,102
26,106
52,5
122,64
115,33
47,14
124,74
14,11
51,11
65,71
13,51
75,144
5,72
18,5
79,39
58,152
29,154
86,69
53,150
49,49
122,2
96,70
46,56
91,39
99,108
105,117
59,85
64,152
15,55
60,150
5,101
37,103
4,80
91,113
114,59
115,14
36,4
52,49
82,87
78,85
76,74
91,108
54,135
77,119
97,86
86,88
11,128
65,112
40,119
66,36
32,72
107,110
41,11
85,68
36,96
107,110
5,84
18,64
126,101
110,87
87,42
97,107
9,39
93,15
23,52
96,26
109,109
31,134
17,13
68,72
89,90
52,101
43,96
45,93
86,54
51,30
2,5
84,97
63,137
115,105
44,150
79,6
11,131
49,8
38,112
5,58
121,144
91,42
40,33
58,113
20,144
110,108
93,146
83,41
3,37
1,98
30,44
95,154
92,17
75,96
34,52
108,66
17,2
43,3
4,18
6,53
103,15
84,133
12,68
22,139
9,132
35,136
73,11
99,43
81,109
19,102
41,154
18,45
50,77
76,88
18,31
18,142
28,142
18,44
5,5
1,51
78,135
10,63
51,101
86,138
85,55
79,81
87,123
50,141
99,33
107,7
46,145
75,113
20,138
77,133
16,119
58,61
105,151
20,83
113,15
81,54
6,113
46,139
29,18
120,46
28,48
12,18
105,83
102,121
33,11
121,116
34,119
116,32
124,46
107,104
61,9
91,24
80,15
80,14
96,58
71,12
109,7
93,92
107,46
14,104
92,94
34,29
45,27
113,74
96,90
66,6
52,27
72,24
37,55
113,92
20,124
73,110
50,49
101,30
25,87
26,35
35,121
8,66
69,33
100,106
106,63
118,51
61,121
45,147
55,108
104,103
68,104
15,137
118,105
65,115
95,57
68,111
109,46
68,46
17,133
25,138
87,87
93,39
58,36
99,29
6,58
113,121
76,98
94,84
111,11
88,94
123,8
100,131
37,71
123,4
115,111
115,19
101,143
38,99
51,102
48,68
94,8
24,78
36,151
108,50
91,27
19,96
85,99
96,126
11,135
125,35
24,60
37,77
103,106
4,98
86,152
121,38
53,143
84,53
35,30
74,12
11,126
104,75
114,15
55,119
115,104
36,145
37,147
93,56
93,74
105,129
105,88
13,48
47,44
23,69
36,100
38,111
119,25
91,3
107,131
99,117
86,12
62,109
76,56
22,90
111,109
73,24
84,72
63,2
28,117
66,25
84,76
41,46
69,115
31,15
9,10
2,114
83,41
18,143
64,67
24,24
72,5
22,9
12,123
73,51
35,44
43,114
120,37
74,36
123,39
76,59
10,76
37,1
111,12
35,38
54,122
47,84
21,54
118,92
119,143
97,112
99,112
101,6
88,28
73,10
90,59
21,119
37,31
71,74
97,125
88,43
3,42
80,140
7,18
15,96
52,39
26,49
64,77
47,92
61,56
2,75
3,36
118,82
117,94
89,141
109,119
20,135
69,13
82,12
119,124
90,131
41,2
64,110
67,64
26,96
88,105
78,37
83,143
44,2
27,40
43,36
19,60
104,44
55,107
60,116
54,80
87,29
67,81
64,23
21,16
66,85
42,115
3,42
29,114
66,111
98,116
33,93
89,84
91,126
18,41
45,16
90,93
8,34
61,141
106,38
48,44
17,71
39,144
42,133
62,113
61,28
39,136
119,106
2,22
115,91
43,19
98,92
84,90
67,95
13,99
115,130
17,14
97,82
9,151
4,57
75,88
76,40
28,3
26,57
79,153
110,37
118,12
86,68
30,44
74,94
18,114
121,43
77,20
104,47
65,57
72,142
41,53
18,81
17,73
92,63
1,122
63,7
101,99
35,53
14,134
10,128
109,10
40,62
28,29
116,55
2,118
69,94
20,66
38,10
5,119
31,67
25,128
90,102
99,122
44,66
80,46
76,2
36,27
81,106
113,116
84,40
47,139
11,75
56,35
102,21
61,49
92,120
117,87
68,40
43,92
118,19
74,45
32,15
115,100
110,22
35,132
72,25
36,71
70,70
81,28
102,97
61,121
11,71
18,82
76,66
69,40
91,123
38,142
116,114
32,38
29,72
39,54
126,69
3,30
117,114
49,109
26,133
2,131
124,150
59,5
102,145
18,83
103,52
90,54
84,25
47,20
101,64
122,98
81,43
39,88
6,43
123,137
7,49
21,77
102,14
63,11
28,11
39,61
94,53
72,96
68,77
65,88
11,131
106,59
62,154
28,150
101,149
3,92
24,47
87,22
104,10
88,17
50,103
13,35
119,37
27,11
74,1
116,14
45,116
113,116
75,45
118,40
83,141
69,123
92,137
115,104
79,12
7,3
101,14
57,131
24,112
16,32
124,107
78,14
112,29
35,98
42,28
19,60
70,11
42,25
67,28
93,96
67,11
14,27
112,123
123,139
109,114
121,127
99,52
23,28
123,101
79,91
36,102
29,152
85,53
2,87
31,26
16,153
72,110
61,20
80,5
101,97
75,15
47,88
68,122
37,119
26,18
34,33
109,122
93,128
14,59
120,16
66,22
68,3
35,50
118,148
51,147
113,16
87,68
114,130
38,134
25,132
62,33
48,112
1,131
47,65
94,154
18,135
42,127
122,124
6,107
21,52
1,132
58,69
19,55
106,145
106,134
46,73
120,51
45,90
26,97
112,48
13,44
86,137
106,79
2,47
102,49
121,54
82,1
125,128
25,33
3,40
98,5
66,80
95,148
25,46
43,123
85,66
23,34
32,47
64,105
63,118
78,66
39,26
22,116
80,110
109,55
104,28
25,146
79,127
114,52
89,25
37,10
4,147
61,30
46,75
121,59
63,117
101,151
13,14
78,11
97,122
122,75
111,47
124,119
69,69
92,7
101,106
123,2
51,55
94,79
121,141
68,70
126,123
110,130
17,57
20,85
117,119
23,118
57,93
114,27
64,63
8,100
100,66
94,39
125,122
69,16
39,1
64,49
18,135
57,146
46,110
81,148
112,49
76,25
82,26
53,98
27,126
81,53
62,60
94,103
119,55
15,10
72,26
119,107
126,47
117,146
76,33
114,27
117,113
15,54
76,125
54,135
65,70
114,67
90,141
55,107
51,41
118,18
18,5
96,72
66,130
93,132
8,18
61,52
102,74
123,129
51,80
109,30
20,28
7,89
11,94
4,114
124,154
3,13
14,40
53,109
32,58
30,82
94,13
110,154
46,6
70,119
28,112
120,118
113,31
42,132
124,57
44,140
73,92
51,93
20,45
78,86
95,33
36,116
99,139
38,126
68,61
64,42
56,109
25,130
10,102
10,15
66,153
75,74
54,78
68,148
95,79
14,30
111,122
95,41
114,80
8,105
65,124
28,34
119,152
122,90
44,107
49,126
80,73
113,153
34,120
5,138
101,45
29,111
52,151
116,75
43,62
30,70
36,3
102,146
1,76
5,73
6,82
68,95
96,117
116,53
30,4
58,84
7,14
7,57
97,39
118,106
63,15
39,153
103,77
87,66
2,81
123,128
126,143
70,137
70,8
99,78
106,128
78,5
81,24
65,15
96,25
8,77
36,93
94,56
77,39
99,70
87,133
101,33
74,79
107,146
75,116
39,140
106,102
101,141
90,127
81,111
25,110
106,33
122,117
54,19
46,108
43,102
85,18
76,96
119,59
109,26
19,148
114,92
91,131
110,81
98,71
18,54
76,68
76,78
59,24
9,101
39,120
7,131
51,72
1,50
36,119
80,27
57,79
83,70
88,113
59,3
68,90
50,99
12,113
100,62
25,36
18,59
6,15
114,30
105,65
34,73
52,76
112,17
103,30
15,86
106,145
27,47
17,110
59,6
81,88
2,9
88,99
115,59
107,90
59,53
121,128
89,63
60,41
90,26
15,135
24,109
75,44
78,1
106,99
61,85
10,6
85,41
21,136
41,9
92,53
10,109
21,34
110,91
92,115
5,19
58,144
4,116
88,84
86,25
35,151
110,74
74,100
111,105
38,14
90,101
26,121
115,130
59,71
21,92
92,52
27,116
55,111
39,59
75,71
105,109
75,47
110,24
95,108
55,103
47,79
112,71
64,47
120,151
75,42
40,31
83,57
79,74
118,43
121,135
84,57
47,36
21,116
30,87
42,90
117,117
2,119
68,29
41,116
10,40
122,56
90,122
20,52
99,130
32,109
53,83
13,50
54,61
117,132
7,58
27,89
84,40
95,107
29,6
37,43
48,124
101,135
40,128
11,127
25,63
16,144
21,41
30,148
71,130
86,136
94,116
100,83
77,80
100,72
69,62
97,29
110,31
66,43
26,93
51,16
25,71
101,141
59,106
16,39
23,59
11,99
50,48
57,36
61,103
68,67
45,106
44,55
103,90
4,88
117,67
86,107
90,88
29,51
111,71
62,144
83,44
73,64
20,75
74,34
27,3
12,14
67,108
18,35
93,62
64,36
60,19
104,55
4,41
35,92
75,38
126,100
47,133
50,108
83,88
75,56
55,22
85,114
104,154
19,44
63,94
3,50
21,108
63,66
96,87
65,14
116,55
52,77
106,114
32,88
49,53
30,126
56,119
12,43
21,87
87,84
19,80
48,78
113,2
60,50
112,120
115,44
101,95
9,134
13,54
102,23
125,16
5,72
88,154
4,129
43,113
34,42
117,99
37,80
9,59
40,112
93,94
17,55
17,111
34,30
65,84
27,24
68,60
67,84
54,62
100,35
96,141
89,63
73,70
75,36
38,139
103,126
65,91
41,64
53,42
36,41
119,103
4,98
72,60
2,80
44,57
86,96
108,144
2,145
34,21
19,90
39,79
62,41
121,141
15,66
114,153
7,125
43,135
23,12
23,83
63,44
85,137
99,55
109,4
111,99
44,89
85,48
89,83
38,66
103,109
8,151
65,86
58,15
26,46
67,14
76,40
48,18
108,31
59,34
27,30
39,24
26,85
86,142
36,1
50,131
27,141
83,22
9,108
91,97
106,143
88,25
114,140
86,118
99,144
97,143
72,115
118,150
86,16
51,88
96,36
5,112
39,115
26,147
86,59
104,59
57,121
2,30
18,38
17,59
14,17
84,29
37,39
36,107
117,143
118,4
116,25
95,152
117,63
97,54
104,27
19,84
5,26
33,96
57,39
51,137
55,143
50,27
82,75
73,130
43,49
13,104
81,26
109,142
23,109
41,126
96,17
41,124
46,127
15,90
51,33
123,134
45,68
37,150
91,58
15,13
80,41
107,133
78,43
72,107
3,99
126,117
109,38
126,139
31,81
17,62
20,1
81,113
104,94
75,40
126,92
19,84
82,50
21,99
105,49
28,33
84,1
33,144
83,16
121,122
126,127
18,89
79,128
95,33
32,27
59,8
56,88
86,5
104,38
48,87
83,22
85,152
26,118
58,73
25,80
64,100
126,58
13,38
100,120
86,118
71,88
73,114
118,110
69,94
13,142
22,151
15,150
7,19
81,70
101,13
50,107
17,110
85,111
103,75
3,107
3,43
50,126
75,44
111,116
8,75
77,148
38,48
112,8
95,129
103,101
64,6
30,116
11,115
82,100
91,53
13,7
15,78
10,68
117,124
42,96
98,61
17,22
47,124
60,46
37,124
83,119
44,20
86,8
15,143
83,100
107,58
46,97
12,130
27,54
17,28
85,63
38,121
44,41
41,68
24,31
47,44
87,92
94,49
14,68
86,100
15,110
1,13
121,100
50,95
87,121
8,86
34,78
17,31
114,146
58,120
101,86
69,5
62,138
62,146
107,37
56,46
44,24
29,61
73,126
60,148
55,1
11,37
92,141
29,130
29,29
14,52
18,91
48,68
25,142
7,21
28,50
62,90
78,132
26,56
108,127
113,111
21,123
97,9
28,92
63,7
17,130
43,127
97,94
31,15
111,8
44,63
49,74
12,21
108,141
69,133
28,29
3,127
120,14
42,137
23,68
18,76
6,63
1,135
106,125
106,7
91,80
96,82
103,47
119,137
34,11
119,141
91,47
23,70
83,122
6,66
61,95
50,52
90,100
67,49
34,4
18,108
76,75
9,1
26,114
49,138
65,16
14,98
66,105
90,99
48,37
24,22
43,148
16,15
79,146
49,17
14,149
114,75
51,21
114,123
66,102
62,33
64,61
60,110
86,23
119,18
33,23
64,41
107,49
84,24
30,92
28,104
64,48
89,62
40,6
22,90
12,23
106,34
38,9
1,8
126,9
31,24
69,104
79,99
43,133
46,63
4,127
88,51
115,97
26,19
88,97
10,141
65,64
31,150
7,97
7,39
39,78
112,15
101,136
63,72
103,55
63,46
83,56
84,104
115,104
66,140
104,9
104,82
35,54
16,73
40,151
64,129
24,74
90,137
22,67
32,10
60,19
33,146
66,137
48,27
42,41
48,16
96,97
32,100
119,82
89,135
74,120
102,104
16,75
66,30
77,40
79,78
101,84
1,9
103,53
10,150
29,128
71,37
49,118
126,135
40,95
48,124
73,154
94,130
25,93
31,7
79,56
13,70
5,85
28,71
25,48
82,21
9,71
110,140
96,96
98,77
101,63
84,108
82,18
105,109
104,142
42,41
106,109
81,148
23,5
125,12
124,15
19,49
73,124
1,54
44,33
93,17
103,72
97,133
103,65
112,27
110,40
3,88
109,49
97,111
116,41
65,131
80,95
49,145
119,141
3,89
56,28
38,111
108,83
96,37
125,101
82,93
38,88
118,143
56,107
78,134
121,24
37,56
25,53
66,136
113,73
115,33
122,115
105,25
79,131
42,92
110,108
119,103
62,128
69,87
50,41
75,126
110,85
71,76
4,29
56,13
110,50
58,21
3,27
83,77
85,74
28,113
22,31
81,95
97,19
22,10
121,59
118,26
40,2
60,123
90,68
28,60
78,4
86,28
67,64
79,23
17,116
51,93
92,20
71,78
93,44
3,45
50,17
46,107
102,56
15,56
47,124
17,154
68,28
57,131
125,93
85,23
107,86
21,42
61,99
114,22
21,126
64,41
19,148
69,14
36,29
113,134
97,93
41,62
119,44
102,130
32,117
79,83
84,49
15,90
91,5
5,7
73,81
87,43
18,49
47,143
85,39
51,54
95,71
92,130
68,88
117,150
115,136
15,12
123,94
8,122
57,68
38,152
111,10
16,50
98,12
94,90
21,3
77,9
79,113
16,39
101,154
119,83
72,120
105,129
33,127
82,103
98,53
90,74
54,105
40,103
76,7
50,63
81,77
95,3
121,114
104,141
24,102
29,69
110,91
115,31
19,27
82,2
108,129
116,137
106,144
105,134
60,19
42,82
35,1
2,5
69,51
58,137
19,101
101,36
45,17
98,130
25,120
123,27
126,2
7,81
5,116
21,35
7,81
117,89
36,117
27,73
16,78
17,98
2,56
54,3
87,72
33,130
7,22
124,80
38,84
25,64
89,136
64,100
4,51
54,41
20,36
22,111
30,70
65,72
125,83
58,87
91,47
63,123
22,123
76,43
84,95
41,15
6,2
50,69
74,18
95,111
90,121
66,55
4,52
11,153
50,95
71,2
1,82
41,90
84,144
104,104
23,32
36,136
53,25
38,67
88,72
77,132
31,141
4,12
113,51
69,38
9,8
5,5
97,27
11,120
54,48
84,38
83,14
99,154
123,27
26,47
72,29
63,33
80,97
48,17
9,102
84,2
51,86
47,50
18,131
107,65
33,109
110,108
87,90
55,150
19,116
11,40
116,59
121,73
27,64
87,27
108,144
119,67
63,12
71,11
41,148
92,60
92,73
34,142
91,99
8,19
16,54
104,84
104,127
62,83
122,69
23,66
112,111
69,153
9,13
21,125
81,145
113,51
13,21
84,18
84,107
126,100
44,34
88,49
126,6
9,151
85,22
59,132
5,87
63,74
49,87
79,76
90,38
109,127
120,15
28,104
48,17
46,85
71,103
59,55
102,134
55,133
12,119
39,13
101,24
121,82
29,90
89,147
92,34
113,18
113,48
2,40
15,102
45,116
79,120
9,57
119,120
17,135
64,117
96,119
19,83
117,27
14,129
72,90
79,25
10,66
73,5
49,40
77,100
70,21
17,125
110,17
59,96
126,124
35,108
45,50
113,56
49,45
45,66
73,115
56,97
75,125
17,50
8,28
91,84
1,143
38,59
86,78
76,99
48,49
117,153
98,15
52,127
44,111
87,49
42,148
6,111
98,21
115,142
38,138
7,83
110,46
58,122
77,15
8,103
63,132
20,46
106,2
25,141
44,3
80,55
5,55
122,100
14,146
74,9
18,114
46,105
75,120
100,113
25,133
32,74
58,25
96,110
16,45
46,46
10,149
124,91
70,119
36,72
36,44
58,5
65,143
26,8
70,51
62,88
60,41
90,105
52,55
47,27
50,100
126,21
64,126
64,81
2,79
69,24
48,36
69,25
117,36
57,126
37,131
28,23
18,68
68,5
89,116
13,21
43,139
17,59
23,43
43,43
100,22
4,69
26,70
111,116
6,24
105,44
22,113
56,117
111,12
97,100
103,104
123,66
122,87
32,8
9,151
109,111
91,89
110,35
113,137
73,70
77,38
93,59
42,121
111,78
40,119
44,5
98,35
45,86
112,46
90,141
94,92
111,50
107,98
90,98
40,48
77,151
89,6
48,27
76,23
67,27
102,132
112,58
84,53
111,24
9,49
120,47
80,31
80,130
84,64
118,43
120,77
59,32
15,103
45,14
76,27
107,52
32,105
31,96
60,143
118,61
45,86
43,39
102,114
53,39
12,83
90,54
51,91
93,80
27,23
31,78
78,122
36,28
111,71
113,20
51,121
120,34
51,33
108,132
99,79
62,55
3,11
70,75
36,78
84,83
69,113
1,51
96,33
10,143
85,90
56,136
69,107
58,6
49,8
118,41
2,148
53,16
19,149
64,114
42,105
122,47
6,97
117,25
84,123
122,141
73,4
102,34
15,114
14,25
105,81
80,19
107,49
120,129
13,89
10,123
103,147
114,107
7,62
119,113
69,145
108,138
80,73
62,40
84,91
40,22
112,121
32,149
10,55
44,122
95,119
56,45
41,18
54,37
73,16
84,94
119,135
63,130
119,99
79,92
113,9
32,28
122,28
120,94
49,107
37,83
123,29
80,124
35,58
107,28
80,35
79,60
59,89
121,36
60,65
102,80
94,53
35,75
111,52
116,19
113,106
92,6
107,61
99,126
57,49
95,93
77,52
74,81
35,150
7,45
6,24
16,98
43,136
26,78
40,80
18,81
97,89
72,15
28,12
30,94
5,135
94,98
22,17
88,113
61,1
108,131
105,91
42,99
48,80
23,134
37,142
21,14
60,113
15,101
20,150
42,130
93,99
96,107
76,98
81,152
13,26
86,62
94,126
37,20
109,112
34,101
40,99
89,2
42,71
108,94
113,101
103,75
99,21
117,10
34,130
24,4
22,1
65,40
65,105
80,41
65,45
34,121
122,53
120,107
22,113
42,145
12,70
109,22
40,122
107,117
6,50
45,51
42,19
74,40
33,104
77,14
15,66
1,134
49,113
112,16
95,39
99,122
43,135
106,113
62,25
67,38
26,64
50,30
75,138
41,75
30,143
49,122
60,152
75,34
69,150
91,88
41,11
16,136
48,90
4,1
70,80
26,3
19,3
30,95
68,148
35,4
24,77
119,31
30,138
56,127
115,104
41,77
108,43
48,93
54,62
100,28
12,83
126,101
58,107
43,62
35,22
2,10
52,86
19,126
5,114
123,22
120,112
83,103
48,38
110,74
66,43
66,92
96,29
4,79
124,127
76,152
5,121
90,82
81,70
48,131
49,55
119,146
72,16
7,101
110,131
89,18
98,115
7,91
109,32
56,56
17,139
34,78
67,4
31,31
62,104
55,14
103,29
65,111
20,98
53,6
107,96
111,71
95,71
65,48
81,53
82,29
115,123
29,149
109,98
112,136
98,36
96,138
54,133
62,152
90,35
31,70
85,12
18,34
50,124
12,107
22,77
89,37
40,15
26,66
35,25
70,2
44,154
117,14
13,88
45,27
19,90
83,102
52,55
101,74
16,1
43,121
31,93
93,111
46,79
12,56
5,75
122,86
54,105
46,83
86,118
104,121
15,154
5,136
102,124
38,144
14,106
97,23
104,43
80,133
54,95
19,154
92,61
54,138
6,139
10,154
75,89
96,28
80,120
103,24
58,60
53,98
106,42
98,150
64,99
20,96
35,120
77,15
19,133
105,144
14,83
113,14
54,147
110,142
39,100
91,33
50,27
30,75
6,150
20,140
41,91
92,99
48,28
98,140
34,109
43,70
116,44
24,57
85,67
63,130
16,30
101,96
116,34
53,101
34,35
36,52
99,43
104,152
41,43
79,88
88,148
59,10
100,144
16,71
75,140
116,22
87,100
117,143
92,116
27,71
70,6
25,77
23,30
54,113
5,146
60,85
29,54
89,151
62,88
82,89
20,135
77,125
103,8
65,53
54,128
67,108
118,97
120,48
28,55
15,64
47,93
72,3
82,154
115,2
32,6
14,17
105,65
52,69
18,85
6,74
94,151
63,124
124,140
69,90
7,84
49,36
125,38
65,88
70,142
102,43
36,136
80,62
79,28
80,62
38,121
26,99
63,92
121,83
55,121
125,113
73,63
53,17
50,115
66,119
101,94
18,55
23,153
47,43
77,73
126,98
68,20
35,11
111,51
84,30
122,34
19,130
90,130
14,124
25,86
96,47
71,81
52,109
73,12
105,13
17,136
74,132
53,87
94,62
85,84
98,151
39,111
65,116
35,21
118,114
41,152
115,98
27,18
25,99
2,14
105,85
36,71
78,50
11,47
108,57
43,126
28,35
36,88
34,98
9,8
103,97
57,90
124,108
18,8
26,144
14,143
115,61
13,114
58,21
103,4
73,53
8,78
56,151
25,38
113,9
84,17
45,51
35,154
61,65
5,127
81,54
31,142
88,87
94,141
8,134
119,143
116,40
25,131
110,10
33,126
30,65
108,62
38,61
124,61
21,85
106,67
18,138
1,73
61,128
5,154
68,115
12,75
51,127
38,137
36,74
48,94
94,7
30,47
113,55
57,2
66,99
51,29
14,94
82,62
68,133
15,33
27,136
58,149
107,144
106,116
40,63
13,105
12,103
26,103
49,13
20,10
79,152
82,105
64,35
109,17
49,46
15,134
22,133
78,102
76,81
61,31
73,81
124,122
93,116
93,131
29,19
65,2
45,108
114,1
115,63
23,94
42,32
68,11
48,3
89,45
74,127
77,103
50,94
49,16
77,51
62,109
26,102
39,4
78,53
47,105
22,130
54,85
27,47
22,58
45,49
25,111
69,151
54,91
43,17
111,55
58,151
105,130
51,26
16,102
64,20
48,32
46,140
89,84
34,61
14,134
124,115
78,6
90,68
89,104
88,8
114,82
72,99
111,137
111,107
23,67
25,5
59,71
70,74
75,23
102,43
62,96
64,20
114,66
21,81
78,121
100,49
49,75
45,75
82,80
32,65
42,131
24,5
81,14
98,140
42,149
65,41
101,142
47,63
102,98
118,126
58,24
25,144
121,124
110,93
58,104
126,112
123,5
118,111
11,42
26,5
25,117
72,67
84,17
117,17
65,26
30,74
80,46
26,6
34,110
4,86
55,154
42,9
26,3
117,14
74,29
72,54
79,149
85,16
36,24
115,76
33,134
96,41
69,122
44,131
11,2
46,64
104,19
12,33
80,22
89,52
111,130
23,11
92,96
89,85
87,6
21,58
83,28
84,70
87,148
75,79
18,114
63,29
87,128
55,97
95,59
33,118
121,3
83,34
18,46
83,35
44,143
94,52
105,153
12,76
5,131
24,43
91,131
124,81
63,107
19,150
2,44
2,80
10,96
25,38
61,101
62,93
16,88
112,115
122,63
22,51
115,19
69,117
20,16
32,20
43,72
109,25
121,21
61,23
109,55
87,122
120,9
3,96
35,124
33,109
107,112
14,152
38,6
91,100
63,44
27,50
90,17
114,36
43,122
83,140
50,112
103,12
77,121
49,86
102,70
74,33
115,125
40,50
52,114
83,25
17,79
42,29
58,52
50,107
19,52
62,46
116,109
59,53
7,76
77,43
122,87
68,8
28,116
116,60
16,142
33,147
61,142
120,4
82,24
5,154
69,57
26,42
36,107
23,117
62,146
77,98
41,80
98,107
123,35
1,17
68,147
66,108
43,30
63,27
87,96
58,71
24,73
121,124
36,71
61,87
51,40
112,121
22,128
24,75
76,132
85,45
92,144
27,70
45,111
120,112
49,116
75,76
20,143
77,68
110,73
35,135
35,76
70,46
40,70
105,131
45,47
4,37
77,3
53,108
49,53
74,117
22,12
27,133
54,49
119,17
33,135
124,27
25,8
125,12
55,137
11,68
123,90
98,34
82,127
124,70
49,76
33,119
58,30
83,154
14,54
124,47
5,101
12,57
49,85
112,140
32,99
82,33
86,84
70,138
5,59
6,93
88,38
97,150
59,7
73,13
91,120
39,116
58,54
113,57
36,53
116,54
3,15
95,14
6,112
67,84
6,67
76,141
125,109
86,144
54,131
106,117
126,58
88,14
47,104
10,41
81,75
117,107
118,73
65,45
8,72
99,42
103,110
65,109
51,133
78,69
115,83
37,33
28,58
66,72
56,21
35,104
112,101
4,40
41,20
100,3
104,102
63,15
23,67
41,92
39,61
121,99
112,10
3,126
62,116
82,2
91,64
86,85
46,67
121,117
73,90
44,18
114,12
66,50
58,61
101,37
10,51
40,130
13,20
12,85
78,106
120,140
19,84
19,32
72,115
104,31
95,153
115,13
73,85
62,102
96,57
71,61
66,64
19,28
125,80
78,121
85,15
115,151
10,146
19,65
107,108
82,125
66,79
75,36
111,1
33,89
67,10
111,8
24,125
126,103
8,137
81,80
66,50
2,27
34,29
76,51
93,73
30,80
74,25
