"row","col"
34,100
117,136
94,51
13,76
106,60
47,29
7,68
88,75
100,121
91,110
15,29
4,54
97,122
84,40
89,17
43,104
35,11
112,123
65,92
16,91
116,50
36,82
118,41
27,45
87,36
23,33
49,54
109,134
101,87
44,40
35,91
25,134
59,36
36,58
94,118
4,128
103,37
93,61
84,75
33,52
99,122
80,133
118,110
38,123
55,102
1,39
109,132
76,115
123,137
102,87
88,123
129,62
37,116
103,49
93,64
114,132
105,90
42,87
35,107
13,104
127,6
8,133
64,52
18,105
58,73
105,43
96,80
13,45
19,5
97,70
121,68
81,52
101,34
61,41
13,80
10,137
17,97
121,66
21,52
60,126
88,69
27,55
85,36
102,86
14,102
42,16
68,59
103,137
27,67
47,7
73,14
29,84
69,84
43,83
48,87
13,28
33,61
72,69
74,69
84,130
58,5
5,83
30,82
99,111
33,114
124,79
91,96
17,51
111,46
102,127
65,111
43,31
66,7
18,136
10,89
81,122
6,126
117,39
20,56
92,58
36,91
111,102
4,118
93,113
32,45
23,95
37,132
101,45
84,129
24,122
85,132
15,61
71,110
128,110
85,69
117,61
122,132
89,113
55,50
123,89
15,1
58,30
43,135
91,44
15,52
122,96
80,127
114,76
43,46
70,65
49,59
57,87
99,2
85,113
67,96
23,56
1,20
23,126
76,19
129,104
32,40
111,120
95,134
36,122
31,29
76,128
4,47
59,82
115,103
28,114
33,47
65,84
105,113
108,105
107,123
2,112
121,111
32,131
76,114
31,8
78,9
100,108
69,18
125,29
18,28
116,12
95,49
38,3
102,135
76,10
47,29
101,26
7,102
48,99
110,51
70,35
72,120
59,54
55,16
26,15
95,79
13,116
113,38
26,118
13,55
12,125
104,22
125,104
77,30
50,66
38,12
22,26
129,42
81,125
93,130
127,87
19,74
108,106
94,121
46,12
33,88
98,106
45,74
102,124
82,27
67,72
120,52
72,131
66,67
12,119
124,126
17,9
122,88
64,88
97,71
57,117
97,8
124,132
17,31
61,48
86,58
29,71
124,46
77,67
50,96
74,108
75,75
88,90
124,9
116,47
83,121
31,100
80,21
59,39
13,56
82,93
13,21
81,113
69,6
125,105
83,55
38,120
63,35
27,99
40,77
83,72
129,43
71,59
37,130
40,99
44,38
59,15
22,24
15,8
122,131
127,16
49,76
118,40
55,33
86,122
68,75
84,129
53,39
103,105
86,129
4,22
128,78
125,62
55,52
77,60
81,2
52,134
114,37
127,30
54,15
76,129
88,111
107,57
35,114
89,132
119,121
69,124
76,72
77,99
89,51
102,18
100,21
78,35
23,131
51,97
56,61
1,10
17,54
20,116
88,85
72,113
7,46
102,106
19,70
4,37
125,26
87,28
54,74
117,45
96,100
44,119
40,88
57,106
24,66
118,91
58,63
65,57
129,56
75,67
80,3
30,85
75,123
82,131
27,120
30,17
69,125
107,23
125,49
52,103
36,57
60,41
3,102
93,80
50,52
76,92
39,16
82,64
38,3
3,115
90,102
49,25
76,12
24,7
20,96
32,107
119,129
87,127
106,42
25,93
127,27
29,77
111,26
37,103
2,42
17,28
40,4
29,25
61,78
78,135
32,78
103,112
5,64
68,17
68,84
62,63
27,114
86,113
49,130
6,11
113,30
100,78
124,66
46,90
54,91
44,125
91,35
49,124
122,134
97,134
31,111
129,72
103,130
91,16
88,34
5,67
90,23
92,43
50,121
70,99
113,109
64,56
6,108
60,32
106,11
62,120
26,121
69,102
50,100
73,70
77,102
66,28
63,115
4,18
2,99
117,119
127,107
66,62
109,2
114,89
107,75
46,3
38,54
39,85
120,70
94,7
31,131
52,116
75,69
9,99
128,96
98,50
21,39
74,134
23,52
106,119
66,33
113,22
102,15
39,127
19,29
77,20
80,72
20,29
59,131
85,18
111,6
3,14
34,21
34,113
18,110
87,37
123,108
80,7
16,57
90,90
114,39
20,92
129,122
1,18
128,137
27,72
15,131
61,3
96,89
8,79
18,103
28,27
45,101
17,13
59,118
81,115
94,27
96,18
86,45
108,2
53,63
25,57
13,31
62,93
121,23
64,113
1,13
121,90
53,29
18,105
8,90
61,9
111,35
2,53
57,112
79,7
38,46
34,5
107,91
35,79
98,66
121,85
106,8
69,66
126,44
122,95
121,19
41,91
15,104
29,11
87,35
41,73
108,1
126,2
92,125
41,49
74,45
87,70
52,4
4,81
36,5
39,64
92,70
40,17
96,103
15,93
113,59
54,9
20,127
107,42
57,46
31,103
18,62
49,22
100,40
51,100
32,38
6,46
93,18
29,2
117,22
67,51
91,91
18,136
109,48
49,75
98,110
126,53
52,133
127,31
66,16
99,63
56,72
100,113
106,5
75,39
99,80
51,29
113,49
94,82
106,8
66,134
31,131
41,60
39,63
20,4
4,72
5,28
48,109
88,110
30,22
5,81
30,48
60,45
38,36
24,1
87,122
2,27
22,107
38,47
19,89
65,9
47,33
50,89
12,117
47,73
38,134
12,86
14,52
79,131
16,112
27,137
112,42
112,126
98,19
63,7
108,23
31,63
96,15
128,133
127,11
108,95
42,59
92,120
105,31
117,101
92,68
7,77
56,20
104,42
67,22
115,98
8,45
115,90
123,77
117,41
13,30
3,134
24,104
10,80
100,113
63,73
21,19
27,91
88,129
90,105
57,79
10,68
91,82
11,17
58,38
54,107
86,45
98,15
109,130
67,56
70,11
117,53
51,63
34,108
56,50
81,129
79,68
26,88
63,41
68,101
44,56
18,134
62,57
62,10
87,115
87,45
119,127
71,94
109,59
33,122
75,114
13,137
41,52
36,39
84,132
42,57
103,76
17,14
117,133
27,47
37,18
57,100
20,5
53,91
124,91
53,76
25,79
92,131
77,62
75,3
120,50
23,108
76,56
29,99
8,68
113,113
31,136
84,135
85,14
17,88
102,97
29,76
31,17
99,107
27,5
102,94
50,93
102,10
13,126
110,121
126,75
104,40
33,30
87,79
31,114
67,58
94,96
19,3
129,43
45,106
96,82
60,124
26,70
10,113
36,89
52,75
123,107
46,83
73,53
80,45
88,49
27,45
8,84
108,11
112,104
69,61
103,3
12,44
91,36
2,110
102,59
15,13
15,52
54,41
118,87
63,30
105,8
8,99
69,25
23,2
40,88
4,43
120,39
70,32
122,108
79,94
112,67
8,24
49,38
11,25
31,68
122,130
114,100
102,19
89,117
116,83
36,112
123,109
63,117
69,48
120,23
98,64
52,64
120,119
110,78
93,54
47,20
18,120
100,111
110,118
17,120
6,26
78,110
67,87
12,134
129,74
51,130
120,48
11,92
98,2
96,95
38,72
75,8
44,1
17,94
76,16
107,32
65,62
122,44
27,11
98,117
20,52
128,101
62,47
70,60
113,29
58,87
100,32
13,7
127,101
129,106
100,3
53,130
124,54
4,119
2,118
72,121
46,45
118,121
118,120
57,24
55,128
55,27
8,23
115,95
18,16
117,11
14,75
60,62
121,123
92,115
15,125
34,65
80,74
15,43
41,117
90,46
75,44
95,95
126,28
64,77
84,5
12,33
121,117
89,31
83,104
9,68
63,91
102,71
61,16
94,54
119,61
3,89
27,73
112,119
33,68
22,59
43,39
48,53
21,8
4,69
124,54
126,112
76,115
63,98
112,81
48,129
54,58
66,29
83,107
110,31
62,28
58,109
123,32
102,57
86,60
94,90
107,38
53,109
30,18
77,44
54,16
7,84
85,42
61,36
18,40
81,93
41,13
120,30
12,112
26,46
113,32
84,65
62,102
79,45
122,69
34,87
117,7
69,89
3,71
75,107
2,61
72,33
104,11
47,88
101,57
15,35
86,70
91,78
129,47
42,69
28,3
53,13
49,20
47,28
99,114
99,102
107,63
90,110
100,5
123,9
84,64
44,110
87,15
42,102
48,65
104,86
14,34
125,110
66,7
24,10
87,11
45,48
78,132
12,17
34,76
118,113
95,49
55,48
28,91
126,83
3,7
114,12
40,91
29,3
115,92
103,106
82,28
114,51
56,42
22,115
44,44
62,90
96,123
68,116
50,80
40,28
81,109
9,60
33,62
110,122
57,16
45,54
2,116
23,78
21,119
12,7
8,1
9,75
93,81
66,27
56,12
37,121
96,119
66,16
89,102
108,108
96,110
40,82
20,66
71,135
52,56
18,100
126,115
42,42
72,74
60,118
95,68
48,103
66,122
57,92
28,37
72,4
8,78
14,25
82,88
49,71
124,12
89,129
49,43
6,36
100,64
63,53
47,122
112,118
111,15
7,16
106,97
126,91
125,44
70,20
35,110
125,108
47,125
80,104
18,94
38,129
29,22
110,117
94,79
50,136
129,103
56,56
38,93
17,29
123,51
46,32
16,3
125,39
125,137
102,27
39,128
76,16
51,49
86,21
45,85
108,90
35,40
40,37
54,50
35,105
106,106
42,102
53,126
9,3
107,90
78,65
30,62
4,117
127,31
57,106
48,64
122,6
80,41
41,74
17,22
125,130
87,131
18,99
67,7
14,31
99,136
39,79
89,4
85,82
36,108
89,85
13,110
47,30
126,84
72,60
35,45
5,117
107,80
53,20
76,96
54,99
71,49
27,40
109,118
47,135
88,131
17,74
23,99
33,126
15,81
49,118
8,60
51,99
71,52
86,120
7,49
83,103
127,27
127,78
59,93
50,29
123,91
126,18
129,26
96,3
127,115
123,83
50,18
94,29
55,4
66,107
76,136
29,43
104,66
96,84
74,23
7,66
89,60
2,32
112,100
31,17
114,72
101,10
73,92
40,27
106,60
108,5
12,35
61,5
123,18
94,74
65,55
129,37
45,97
58,5
47,8
80,132
11,107
123,54
73,117
114,109
32,67
128,47
1,119
127,89
86,126
99,135
5,84
5,22
54,32
56,90
36,99
58,129
126,56
77,135
32,107
6,95
103,61
117,84
48,72
112,6
106,36
17,125
108,9
51,65
53,29
76,115
105,109
111,44
57,15
107,104
122,44
30,81
23,128
17,17
106,51
41,127
12,78
14,119
31,132
58,37
70,58
119,18
112,103
52,45
27,43
89,100
123,58
29,111
126,11
75,127
6,80
80,75
82,43
96,96
84,40
105,119
42,48
62,118
57,93
128,115
84,117
81,128
72,128
89,21
105,33
30,12
127,10
53,104
38,64
105,9
7,40
52,100
85,121
54,63
43,102
34,74
37,81
44,84
114,107
64,105
74,115
93,124
41,49
12,106
58,56
81,43
129,65
109,10
23,122
51,118
49,29
114,74
101,137
58,3
118,49
75,63
70,106
120,109
5,2
21,56
107,39
8,54
63,60
63,132
124,13
34,24
102,103
64,134
103,8
100,3
93,73
94,19
87,41
53,120
113,79
15,71
99,43
108,6
84,7
74,37
114,82
28,97
96,3
127,27
15,135
116,31
119,86
45,57
24,59
43,4
48,29
3,56
126,27
68,26
23,52
33,19
36,108
10,60
26,86
3,116
21,6
104,136
121,121
43,2
128,42
23,120
37,35
112,65
4,96
66,33
55,119
110,73
12,14
102,64
81,73
22,39
15,83
71,74
68,8
76,97
68,124
13,44
128,45
41,114
92,68
129,89
7,115
127,125
91,22
33,125
75,71
15,1
97,29
94,124
74,127
57,108
125,111
14,109
99,107
15,134
58,116
122,130
2,31
121,17
106,136
17,48
89,33
73,21
47,108
65,104
77,77
68,86
62,116
16,27
115,3
47,97
116,125
56,105
34,19
67,125
7,115
50,31
22,33
86,128
115,108
68,117
56,28
117,127
84,4
33,59
74,65
74,70
72,89
69,62
94,2
107,40
55,51
63,57
62,49
78,81
93,22
94,81
120,83
41,20
79,6
72,96
108,6
80,135
27,35
63,51
107,116
14,72
88,93
128,105
107,128
102,127
6,64
109,63
19,129
31,116
86,24
126,132
92,25
78,117
58,29
91,76
90,40
124,19
105,73
84,121
112,2
129,90
55,60
16,37
36,79
82,114
51,45
74,10
12,137
37,22
76,70
13,8
26,9
16,132
110,46
4,91
69,123
82,98
22,54
68,116
109,59
21,28
117,91
14,111
111,128
41,38
100,119
122,35
70,24
110,74
36,89
116,54
119,54
124,19
88,62
52,133
124,2
55,120
123,68
3,19
64,36
129,129
22,54
93,116
72,58
123,37
90,50
85,68
110,124
102,137
37,108
124,92
46,14
117,102
100,124
64,60
84,101
91,130
19,35
121,50
99,39
116,40
102,4
18,137
14,112
121,121
33,54
106,20
19,12
5,111
46,43
91,70
48,65
121,64
48,18
17,45
121,111
50,16
77,130
5,76
50,102
2,43
62,72
127,36
94,75
128,137
28,49
16,77
11,85
89,68
8,23
41,4
11,75
100,15
37,63
119,50
109,25
118,53
92,25
14,110
63,46
89,25
94,106
91,5
22,137
98,10
26,116
114,24
70,122
120,119
76,111
87,3
69,125
53,22
32,100
62,18
101,16
2,114
43,65
3,107
72,47
62,82
22,43
40,102
92,1
76,124
81,64
14,27
86,11
68,58
124,14
39,91
55,103
62,108
109,95
110,65
11,44
118,47
24,64
31,67
63,44
89,32
59,114
31,99
88,98
75,28
86,69
97,25
26,105
30,68
102,100
61,45
64,43
40,47
28,73
46,125
27,102
106,16
69,94
76,106
88,79
33,33
43,30
9,104
78,121
86,6
119,62
57,43
50,25
42,130
119,105
39,35
99,3
48,78
97,43
71,84
92,54
22,39
114,28
62,39
32,93
59,44
124,122
44,108
15,47
114,104
95,115
88,99
27,46
11,110
46,4
53,104
49,6
34,17
121,109
70,62
76,41
78,78
71,74
40,121
14,83
119,18
96,116
128,82
1,11
110,40
20,111
95,119
77,41
40,50
85,3
70,6
37,82
93,109
38,121
18,68
95,101
19,96
26,53
55,92
40,108
70,69
90,103
1,25
53,36
78,96
78,120
74,113
55,116
59,36
1,76
114,31
6,32
125,76
78,110
99,59
12,82
55,3
61,110
56,50
71,134
97,81
108,55
79,84
59,56
72,118
55,60
32,137
32,123
46,101
80,135
15,116
124,129
91,88
58,61
124,119
114,75
39,122
87,89
84,105
118,29
113,96
23,16
98,124
63,12
21,133
108,62
23,128
98,76
66,46
103,113
107,9
113,68
22,124
93,112
59,71
69,48
128,65
96,131
72,82
64,62
93,20
32,18
110,128
118,57
38,93
90,91
70,88
91,16
90,71
8,74
111,122
37,130
35,52
16,49
125,115
42,118
110,70
4,125
78,42
92,94
116,116
29,69
5,32
75,79
128,114
36,73
59,61
127,49
9,126
108,131
21,43
46,83
83,45
94,68
53,64
38,42
1,18
81,15
46,82
92,3
13,119
100,102
106,10
72,120
65,92
116,66
79,67
23,45
83,72
2,25
29,120
100,54
70,29
27,126
44,69
113,26
125,111
67,91
10,23
10,18
93,20
19,102
76,38
105,22
79,109
111,2
80,91
121,23
61,124
96,122
55,58
105,98
46,45
94,17
66,19
2,28
5,117
63,50
110,87
81,19
82,134
88,34
86,100
106,73
62,8
76,76
46,47
16,11
27,77
94,125
119,110
50,61
29,134
85,116
38,74
81,39
31,53
53,20
116,136
39,88
48,30
31,103
4,91
110,67
63,51
78,60
98,28
76,12
30,94
27,116
92,126
57,137
40,34
100,23
40,59
48,97
22,93
72,108
96,10
5,59
57,81
75,53
58,130
18,83
83,7
111,67
89,86
108,43
100,103
54,60
99,92
73,23
89,5
88,65
31,116
104,42
16,41
63,79
96,21
24,86
125,118
36,88
126,25
91,58
71,40
61,27
111,107
116,47
85,77
82,111
58,116
117,15
49,117
57,38
79,44
92,51
6,105
102,22
97,102
103,46
66,127
35,56
11,61
129,129
63,41
42,137
16,116
123,108
61,35
112,28
54,39
40,50
26,117
11,42
95,112
63,29
102,72
86,90
31,85
26,42
47,100
119,12
39,43
122,2
107,69
67,63
75,1
36,56
98,46
78,12
5,42
47,108
1,61
125,75
74,57
22,10
95,62
33,65
129,54
91,25
31,72
118,34
105,42
63,55
47,131
92,136
43,47
128,93
3,59
76,66
16,91
99,70
108,6
89,103
81,19
56,94
95,41
68,68
41,22
122,80
79,52
46,60
1,97
80,38
52,137
53,58
56,79
95,5
124,43
36,98
26,74
49,35
11,136
75,40
21,97
57,44
39,89
33,27
14,91
41,108
41,6
42,122
52,93
109,136
17,107
50,10
27,93
50,58
1,134
85,124
83,94
23,59
2,71
79,18
115,128
19,89
13,19
56,89
65,20
117,25
93,129
114,3
88,54
44,25
85,15
113,89
93,39
120,113
5,26
9,89
41,55
119,24
2,27
104,90
104,111
67,120
13,54
77,95
64,25
47,85
34,12
48,42
120,62
78,41
92,7
99,127
58,53
96,5
123,32
29,31
17,6
42,100
20,38
34,107
88,55
54,63
110,78
34,117
99,131
104,14
106,58
72,14
98,47
42,110
97,128
54,11
37,104
121,10
23,96
71,6
116,46
2,120
98,74
109,88
87,19
25,67
121,133
87,99
96,115
35,52
68,63
87,54
43,35
27,49
26,137
12,96
117,83
78,129
53,76
40,121
113,68
92,30
14,76
124,86
95,106
83,101
29,81
23,3
6,2
23,103
58,116
39,35
15,32
20,33
30,19
38,61
108,68
97,57
62,41
30,58
120,14
25,112
118,58
55,79
59,20
51,42
93,96
27,49
107,53
124,4
93,27
25,25
5,90
12,78
98,58
89,58
19,18
20,37
120,16
88,125
63,102
6,56
109,45
104,44
13,10
23,122
35,136
94,50
58,24
80,63
55,126
73,118
25,1
83,106
39,104
124,78
123,135
6,44
60,28
21,125
55,13
50,116
28,89
44,96
84,65
58,65
68,86
124,121
32,26
77,62
2,63
50,47
87,121
83,51
89,62
114,99
28,6
9,56
94,56
94,15
96,89
35,29
76,91
53,137
114,136
83,56
31,2
106,4
74,120
97,90
95,35
17,85
21,45
27,55
112,115
6,51
23,134
102,70
16,27
95,34
84,65
7,111
34,34
125,78
126,46
98,124
25,125
5,68
101,18
103,27
96,50
89,48
46,82
98,81
101,37
118,98
47,92
56,53
2,102
3,76
122,39
48,119
122,126
3,6
73,137
74,43
22,1
86,23
118,55
91,100
55,36
124,68
116,6
49,50
7,42
59,71
85,2
44,31
83,137
73,11
126,38
61,67
117,135
32,131
18,76
119,108
99,94
52,8
127,86
50,119
40,99
102,5
1,85
107,69
45,94
120,110
39,78
78,77
69,18
104,60
56,27
16,7
47,82
57,117
115,3
27,47
111,71
33,55
43,108
97,55
82,97
30,16
105,111
129,43
89,90
36,114
19,3
115,21
119,84
13,15
19,57
47,70
38,103
105,38
57,71
83,87
57,105
99,122
109,107
4,9
16,56
108,28
81,131
35,32
28,78
44,67
42,134
45,36
122,101
70,97
98,125
14,88
52,8
37,73
21,71
95,73
69,12
100,51
12,88
122,54
116,59
22,116
85,82
81,25
30,5
119,10
65,46
25,107
25,52
3,15
72,137
108,16
50,68
54,87
76,3
100,64
74,78
113,41
12,33
6,71
125,126
115,98
46,68
26,94
91,84
42,116
81,131
75,111
87,34
60,62
5,102
85,40
85,45
75,28
47,18
22,45
113,41
63,91
98,67
20,17
65,121
115,42
115,68
90,41
101,58
117,86
30,134
34,74
8,70
19,93
75,61
85,116
11,35
50,50
102,103
15,56
18,123
59,60
18,66
6,55
120,40
24,109
60,104
123,61
123,28
104,129
100,15
44,39
60,96
25,107
91,121
9,20
25,89
15,61
12,33
67,61
30,107
41,93
117,90
16,36
11,130
37,10
31,66
93,63
50,44
12,117
64,115
84,32
84,130
47,36
48,6
16,100
9,63
71,113
37,105
49,46
32,122
97,57
14,41
78,60
117,54
61,126
91,23
93,93
54,33
90,33
113,111
31,122
91,57
23,123
60,8
71,29
62,6
84,49
56,25
50,42
36,87
11,30
109,90
21,21
20,19
34,48
34,25
14,13
100,25
64,34
4,91
116,62
29,100
1,15
47,48
32,79
10,125
51,90
10,97
114,122
36,19
75,114
21,72
93,124
73,8
52,69
15,17
44,26
61,59
36,14
80,105
88,87
36,109
98,45
112,132
18,119
108,93
63,82
43,124
53,42
43,118
81,85
48,89
46,31
60,14
44,15
69,71
117,93
14,82
32,95
42,53
95,50
30,85
120,84
45,88
88,72
129,5
2,48
42,45
21,22
23,126
82,88
79,74
5,100
112,78
15,35
60,116
17,42
87,90
3,12
67,4
2,58
50,6
91,94
4,122
38,45
47,63
97,106
39,45
34,95
24,136
85,40
53,137
91,84
25,94
31,63
20,47
115,86
128,36
50,104
86,49
116,136
27,82
100,17
38,103
129,7
7,4
105,92
41,72
115,98
128,78
34,35
67,32
26,88
63,85
71,120
102,70
12,119
77,30
77,102
94,23
128,61
67,47
96,32
5,3
16,116
51,83
46,46
53,90
127,60
108,104
79,75
128,15
60,75
84,121
119,73
87,134
11,31
82,137
110,11
81,78
119,118
42,46
112,18
19,117
100,79
51,72
41,114
111,14
114,124
114,40
61,50
81,36
78,107
43,3
76,54
84,100
117,69
28,80
40,117
63,75
127,88
80,95
12,91
39,103
12,121
17,137
70,36
27,136
20,39
108,14
13,107
25,25
102,96
113,91
4,72
114,98
122,43
120,51
62,15
60,43
52,40
123,17
31,119
29,25
115,3
106,59
37,78
19,92
77,23
30,75
126,128
117,8
99,107
111,6
76,31
57,99
57,59
120,101
25,102
98,85
77,93
1,32
26,99
117,122
111,99
38,53
73,8
13,31
21,29
27,33
88,59
79,62
119,90
62,73
106,122
81,15
40,14
78,64
129,87
76,56
65,96
4,118
51,65
40,20
121,58
66,47
44,110
82,87
77,129
18,57
110,135
50,24
96,33
116,119
77,66
64,113
91,27
60,60
74,109
91,102
98,90
10,95
77,92
67,48
78,33
117,131
91,97
65,96
71,117
125,70
80,101
36,135
32,46
44,36
84,29
28,79
84,67
58,28
76,84
117,35
104,117
121,87
100,75
12,18
31,5
104,123
121,72
118,107
18,14
86,134
78,32
67,75
5,105
66,100
12,48
10,91
117,94
127,12
102,137
110,70
87,71
59,105
19,31
44,127
111,46
67,66
53,127
55,76
32,106
47,35
26,67
28,11
17,85
129,93
124,73
40,76
25,59
10,30
80,88
45,42
33,127
108,137
118,45
4,85
4,130
9,104
88,95
35,117
56,34
15,58
106,103
108,56
35,132
34,127
98,116
20,112
16,130
94,80
98,137
45,116
120,55
82,16
57,129
58,126
65,128
29,42
114,70
73,37
16,108
93,62
59,26
30,92
65,42
57,43
62,31
46,75
113,134
51,85
94,110
27,117
128,118
24,2
53,114
79,107
40,32
118,21
66,76
126,68
3,78
43,102
2,126
15,30
45,41
106,124
128,124
127,83
63,83
86,66
65,68
29,1
112,114
8,79
103,57
112,45
113,87
63,59
6,14
112,10
102,41
35,100
21,19
79,107
55,71
17,54
95,125
49,13
117,44
116,73
97,65
31,69
118,83
39,78
29,71
39,23
104,94
18,73
126,67
71,48
31,99
51,92
26,51
51,64
26,99
118,59
36,52
129,29
62,40
29,14
105,78
85,5
70,54
127,72
119,63
45,100
6,91
57,75
3,125
90,117
4,50
124,81
48,22
73,15
46,44
81,2
80,122
19,34
24,85
49,29
99,84
48,44
22,101
129,40
53,53
68,61
124,12
51,52
105,84
45,10
37,100
103,48
20,43
74,106
26,38
93,70
6,137
90,4
120,122
96,125
101,71
101,59
117,132
80,119
67,60
60,92
97,15
57,83
114,4
43,37
58,16
23,70
5,79
111,121
42,113
74,100
82,16
25,66
116,88
125,82
53,108
127,19
37,60
78,13
25,131
3,16
101,43
94,107
126,37
67,64
20,47
118,8
31,55
63,6
20,30
52,65
84,64
96,79
43,126
66,71
124,35
10,9
36,71
80,26
91,16
41,109
59,84
20,82
22,45
23,107
13,66
70,112
23,59
128,48
125,24
49,109
60,72
15,94
113,102
39,26
13,28
47,16
61,116
124,70
37,86
44,13
74,72
114,49
129,107
105,44
106,17
100,49
108,28
18,55
66,13
24,28
26,73
14,41
23,7
70,86
121,130
91,18
116,59
83,110
16,65
34,122
100,75
13,32
56,104
129,132
38,32
46,105
51,130
9,70
123,130
87,106
16,73
106,130
100,63
87,135
58,90
30,10
11,37
51,23
43,126
120,17
37,47
57,1
4,16
9,47
61,20
74,1
112,12
84,62
121,127
55,30
4,41
124,46
112,103
44,96
38,119
68,107
18,68
43,83
99,27
73,29
107,90
24,44
111,26
118,51
66,58
1,115
114,60
45,120
115,35
14,36
113,106
69,7
100,73
24,93
49,17
107,43
43,14
84,81
75,101
101,128
86,88
22,17
86,126
80,129
37,128
86,43
101,8
77,99
26,11
109,78
42,56
27,101
6,122
65,67
35,99
60,39
30,134
117,64
107,110
60,9
15,82
8,21
88,12
59,135
100,57
122,74
46,111
120,3
99,114
75,27
81,25
34,113
11,93
102,53
28,58
60,94
9,69
37,55
71,23
50,41
117,96
36,14
45,22
71,123
74,84
12,94
83,95
92,131
90,93
68,37
16,95
1,112
116,126
2,3
78,22
127,71
50,46
55,89
95,36
55,15
44,130
122,41
79,119
40,13
