"row","col"
19,130
80,125
178,182
117,89
10,149
147,104
77,126
87,37
108,190
168,85
53,26
102,125
118,141
39,120
167,19
165,94
179,37
107,179
178,47
151,180
106,112
166,158
53,147
36,121
61,153
12,76
6,116
129,168
59,106
107,141
56,32
84,138
154,96
57,185
83,94
126,166
3,22
45,160
147,27
121,167
50,116
84,144
14,77
98,148
97,178
150,165
174,148
7,82
175,131
38,70
108,165
171,18
94,135
49,158
25,82
74,65
158,147
155,150
147,63
170,109
61,99
150,139
91,74
72,128
71,34
119,68
16,63
72,135
151,136
60,161
95,21
126,18
93,170
171,21
155,180
74,39
128,112
146,93
16,117
85,21
101,142
151,190
178,39
2,159
128,99
92,129
159,46
125,25
73,28
33,128
145,52
109,14
134,175
140,153
161,12
139,168
64,123
61,39
91,161
51,145
87,50
165,164
168,127
53,188
176,146
47,54
33,32
152,5
72,76
6,76
43,81
98,21
161,37
180,172
101,91
165,173
171,149
27,41
177,141
145,129
62,165
81,94
119,158
26,32
94,129
57,95
128,35
27,16
77,112
82,12
131,55
113,156
74,192
161,4
11,153
13,47
174,102
109,97
36,21
14,117
69,167
84,67
46,157
19,11
175,94
102,5
103,84
138,96
109,98
170,56
42,7
156,22
35,59
88,74
57,153
49,6
178,187
81,167
138,7
106,86
168,164
153,144
151,88
141,107
104,175
91,127
116,177
165,14
81,133
121,76
137,44
168,5
147,116
141,17
97,54
140,61
1,39
38,141
109,77
19,107
37,132
151,42
63,102
27,23
159,147
22,135
77,18
14,169
110,65
54,172
52,136
44,29
148,10
8,164
130,54
142,26
67,134
56,39
156,43
94,4
47,170
147,108
12,74
18,180
43,42
137,69
125,77
72,59
41,11
8,156
136,150
10,127
74,100
162,154
106,190
176,136
148,2
89,53
118,34
110,177
115,8
32,54
100,129
48,134
79,179
152,191
89,109
11,25
83,111
133,131
19,182
63,41
107,27
118,45
114,41
52,65
127,46
59,72
42,7
133,56
109,192
170,186
17,166
55,107
110,25
92,11
150,177
69,53
143,39
26,138
102,39
161,40
92,69
151,92
109,146
41,88
78,80
12,23
146,183
7,80
16,53
140,167
172,52
6,109
147,45
66,72
72,47
24,8
21,72
161,138
153,122
175,21
28,100
50,61
46,156
89,114
126,18
6,155
164,32
21,42
129,120
127,108
1,12
1,16
15,6
155,58
121,141
146,15
59,32
94,37
75,117
33,43
116,74
102,60
171,62
144,119
56,103
108,24
170,138
8,169
120,174
60,46
168,147
167,155
174,70
111,141
47,80
11,141
51,59
178,185
143,83
83,188
87,155
119,64
25,178
3,146
92,121
170,3
16,180
21,136
27,12
159,61
161,110
58,189
107,92
91,22
163,162
69,83
28,192
46,104
176,154
165,6
38,111
149,42
132,84
133,80
88,105
58,56
140,79
28,97
63,80
170,7
112,47
36,150
130,190
125,189
12,65
173,137
1,157
47,60
76,188
111,9
112,10
95,105
49,9
1,148
31,108
67,84
4,78
153,126
75,39
39,32
74,193
80,79
35,185
21,140
61,36
29,185
107,152
37,21
112,99
68,164
175,126
8,166
119,153
64,82
73,99
132,171
138,82
131,150
39,178
166,19
17,30
123,109
154,185
148,141
170,178
84,188
140,127
148,69
28,80
99,23
62,1
114,100
3,11
47,186
140,133
175,124
35,67
148,33
102,151
10,186
90,63
63,189
95,160
102,167
171,49
65,2
42,101
58,40
163,28
13,154
69,186
48,93
14,48
91,70
161,78
32,85
1,23
32,157
171,105
78,56
84,178
131,130
119,12
3,32
119,188
59,120
113,94
51,119
23,78
54,48
46,95
161,82
70,157
6,78
49,30
116,127
8,98
9,166
164,182
36,38
143,130
58,85
7,190
29,9
127,65
145,142
65,181
58,137
55,160
72,120
48,47
110,98
121,124
74,1
47,69
91,78
92,19
50,65
2,131
26,189
136,79
92,112
160,11
37,73
7,81
30,54
117,98
81,85
176,126
23,83
92,120
37,23
1,46
150,37
52,119
85,50
51,154
1,69
43,179
140,189
99,144
157,86
46,89
129,37
49,176
1,147
66,166
13,136
171,147
119,193
166,105
150,162
12,135
93,76
123,100
54,192
1,97
77,47
159,132
35,34
89,67
40,28
25,60
119,139
37,170
11,149
45,136
175,109
19,59
97,108
109,40
122,86
25,169
81,53
12,38
139,158
171,20
5,83
32,64
85,94
117,174
37,137
56,100
19,170
155,116
27,46
170,49
111,69
66,102
45,157
155,66
140,44
4,83
156,119
28,1
109,178
90,97
112,41
10,70
176,28
169,99
108,122
175,193
9,101
130,149
59,49
142,16
172,157
29,5
12,144
150,144
156,3
43,144
25,124
120,76
127,148
9,34
97,155
127,6
155,183
179,79
14,80
20,20
23,140
150,50
68,114
77,189
133,167
100,153
20,180
109,129
158,69
137,68
137,127
45,98
77,54
110,181
105,187
162,97
159,45
29,22
27,39
137,6
28,67
143,117
76,45
172,75
15,38
144,120
87,119
140,186
172,168
40,187
127,173
79,62
103,157
4,59
53,24
49,125
167,6
165,180
77,1
44,111
127,139
78,94
95,189
87,77
70,8
162,57
94,99
135,139
142,33
60,171
58,91
165,166
136,130
159,177
118,152
64,89
114,54
131,56
25,86
160,51
140,145
19,49
13,67
144,188
5,33
101,178
179,70
8,39
12,121
66,147
97,58
83,48
143,118
23,170
63,148
65,34
77,34
94,52
61,93
2,115
163,176
65,142
128,104
105,99
63,107
115,72
131,21
33,95
165,34
140,68
6,185
116,122
109,134
55,156
26,167
34,121
49,10
111,67
62,90
163,148
17,105
164,58
65,96
146,49
117,113
108,118
71,83
57,88
35,7
75,82
137,148
123,43
3,60
87,67
119,55
32,185
34,124
58,128
74,71
126,183
172,5
172,134
42,28
116,166
111,13
76,32
121,176
23,39
108,42
155,13
21,70
26,127
12,53
147,73
49,161
174,27
91,107
40,126
6,74
111,191
33,146
167,90
109,84
158,127
5,94
49,153
157,150
51,49
6,36
147,131
57,10
170,99
47,58
90,118
76,110
130,151
86,4
98,111
155,26
98,54
68,54
168,95
58,128
165,78
144,193
2,18
37,91
147,78
42,5
156,108
133,141
13,138
144,190
128,35
164,147
164,112
49,167
129,32
92,125
82,9
68,74
170,182
96,53
74,56
34,41
85,42
20,176
20,58
48,46
109,128
78,106
79,164
133,110
66,79
110,86
135,70
80,38
100,106
123,56
23,83
114,135
105,113
13,50
97,148
18,100
89,31
140,109
17,55
12,117
39,159
108,91
167,80
142,60
17,36
45,102
93,83
113,103
64,156
133,174
68,49
135,162
159,154
8,182
143,107
171,124
22,181
180,72
75,38
146,117
172,90
88,50
55,137
3,165
108,53
41,131
103,19
155,76
74,123
27,61
116,110
69,77
125,51
31,98
148,140
20,98
64,89
2,88
26,69
128,94
144,48
58,46
84,41
9,52
120,111
178,32
96,75
71,156
89,160
42,43
140,86
91,40
105,88
152,98
46,124
2,127
33,63
14,171
173,134
145,88
153,105
102,50
40,172
28,22
140,28
119,113
46,75
123,132
91,83
70,111
110,71
130,135
23,66
160,46
41,47
141,17
75,152
65,83
83,127
62,122
136,73
109,89
171,19
95,175
71,126
15,156
64,170
137,104
53,127
31,157
95,102
79,143
118,157
85,64
108,134
14,110
169,154
122,65
43,182
72,184
58,134
44,87
171,49
130,81
91,169
67,9
24,146
15,126
105,62
137,140
52,142
34,151
70,132
25,64
155,180
151,37
148,59
137,71
11,158
63,116
93,11
55,137
67,144
32,167
9,172
105,189
139,163
162,22
156,132
151,135
72,20
131,68
81,88
143,72
48,113
59,96
45,101
12,29
175,77
38,152
17,184
91,50
48,90
131,75
32,73
167,57
63,19
2,97
7,8
78,138
127,94
25,16
109,34
63,101
59,60
72,64
146,175
135,128
20,32
10,129
83,186
160,192
116,24
47,188
31,95
82,142
28,125
175,148
61,136
175,145
42,133
93,19
85,34
102,115
166,94
135,182
68,61
53,108
33,183
26,118
67,89
29,91
96,19
162,14
153,174
132,32
59,6
125,145
53,95
66,84
44,66
118,60
112,96
172,55
138,44
156,160
115,91
24,17
64,85
139,136
71,165
35,11
22,105
61,169
153,46
7,162
147,167
51,143
23,151
65,130
52,52
18,108
98,105
160,94
129,61
163,186
91,58
4,143
157,91
29,25
4,131
6,150
34,167
24,171
158,109
112,132
36,193
113,85
142,93
13,80
69,112
43,11
41,17
155,119
149,88
172,26
132,52
124,154
2,21
118,97
148,185
176,65
49,86
146,25
24,171
98,105
99,104
155,142
41,26
110,147
46,133
2,98
29,176
116,107
97,37
23,147
140,26
173,62
26,6
156,53
123,154
33,95
32,129
151,92
171,37
3,20
142,54
157,56
23,39
169,169
167,129
33,180
94,1
151,145
65,98
142,43
70,138
140,9
45,156
157,138
101,90
12,176
23,165
45,128
127,30
174,79
32,113
150,32
50,147
57,27
60,77
74,48
96,20
98,31
167,45
113,29
88,117
35,53
60,145
34,30
54,112
163,38
159,86
99,158
82,46
69,159
86,144
179,151
146,114
16,174
113,34
53,11
52,59
163,81
28,112
14,45
74,150
90,18
3,166
83,179
38,146
97,133
95,91
164,49
33,140
109,34
162,50
175,149
116,123
37,134
87,183
37,105
148,174
128,78
65,36
140,31
14,7
159,35
135,168
20,57
45,88
111,115
15,102
121,80
37,142
79,71
147,68
174,191
178,7
109,167
62,144
82,52
58,104
160,85
127,193
106,122
92,17
72,13
33,117
126,107
179,172
89,157
85,139
30,38
175,126
139,12
134,140
142,30
10,118
55,76
64,185
180,183
178,29
9,20
57,174
127,88
118,119
163,11
57,138
64,119
1,127
105,36
90,134
180,116
156,144
167,5
5,81
53,133
50,144
52,102
114,17
67,13
172,30
10,188
140,150
63,2
86,14
116,33
47,3
82,42
167,191
162,134
63,157
51,3
83,45
22,169
174,76
94,60
76,83
9,182
98,9
149,148
54,104
25,92
26,119
119,61
1,59
153,69
134,147
5,48
37,35
133,88
46,81
96,39
60,23
127,124
90,111
143,59
154,31
58,53
29,149
105,23
126,191
179,35
148,186
39,126
139,76
24,65
115,16
76,187
33,89
105,76
117,191
63,176
113,171
83,136
36,102
24,71
44,142
179,160
105,38
108,63
27,63
10,76
155,71
32,177
29,42
53,25
91,21
7,181
123,93
67,136
46,15
73,96
177,146
12,9
8,54
62,143
9,57
7,60
160,31
135,178
13,6
126,158
82,73
139,140
25,117
80,3
129,15
15,158
125,152
89,142
105,109
164,47
89,107
126,187
30,173
95,126
131,59
175,148
123,118
100,76
9,46
59,43
68,66
95,83
64,47
36,67
92,75
39,27
72,97
5,76
21,144
156,162
162,90
31,94
122,153
126,67
167,77
180,185
77,150
9,119
173,176
120,13
117,46
143,107
38,119
78,151
145,146
155,53
20,6
11,171
158,186
107,163
175,131
6,126
28,54
163,106
174,173
49,32
75,7
84,83
117,163
173,53
126,170
78,113
95,69
133,46
102,95
160,6
53,174
72,96
90,73
21,14
122,45
8,66
1,86
124,185
2,116
58,61
77,145
169,116
23,51
8,174
63,57
119,188
74,180
65,62
147,123
10,168
104,31
16,74
63,149
24,5
92,167
58,39
74,65
9,192
115,99
72,65
8,151
178,31
80,35
144,63
109,86
115,67
36,131
158,42
85,124
159,150
132,75
10,175
133,2
140,67
100,59
28,107
59,187
107,144
28,101
13,69
53,32
118,62
130,45
46,23
38,141
127,18
75,171
65,99
94,76
63,29
74,172
29,49
152,116
149,146
140,25
45,71
23,162
49,107
55,1
104,141
53,109
49,107
94,158
20,167
130,48
151,74
173,81
153,73
171,153
48,55
131,107
39,189
57,84
80,139
75,28
143,160
93,28
52,77
1,146
18,106
96,145
108,177
8,1
128,182
84,180
10,167
18,27
145,159
81,57
157,99
129,37
14,41
169,52
83,107
90,79
113,40
130,61
12,98
3,133
144,76
180,159
84,10
179,178
169,142
130,52
95,22
70,173
178,148
70,182
156,36
77,68
48,71
51,29
62,100
40,64
126,172
55,125
148,99
147,35
67,2
119,157
76,130
59,23
53,181
50,48
53,62
104,34
66,187
148,146
143,30
112,75
111,50
74,20
164,117
101,127
86,177
79,101
139,31
118,154
110,10
40,168
90,13
152,29
113,34
82,17
127,129
84,52
103,89
35,89
140,45
102,63
27,68
174,22
111,188
173,82
167,88
20,186
156,136
135,56
82,131
158,177
43,19
32,115
180,152
10,95
16,6
175,60
119,186
132,7
172,119
165,11
173,5
160,38
101,82
148,89
20,60
110,81
1,89
106,74
11,60
58,123
29,18
57,17
63,114
90,128
165,151
158,167
47,42
80,193
73,32
100,53
35,133
88,24
161,41
68,1
149,96
107,177
51,152
164,105
18,116
55,12
121,174
173,6
126,72
36,149
82,151
81,137
87,70
53,190
44,6
175,93
82,127
67,133
169,179
84,38
52,141
58,55
77,177
1,152
160,2
90,143
39,89
164,105
19,37
155,53
150,160
108,121
95,159
169,39
109,181
174,158
156,157
173,191
78,85
103,29
159,168
103,67
7,8
76,7
22,143
66,31
165,150
11,161
45,112
4,21
29,21
108,188
86,81
81,20
106,144
16,125
40,46
12,163
6,114
6,89
146,34
33,148
13,165
72,4
97,24
26,25
81,187
129,169
160,178
97,68
180,131
44,99
67,126
142,69
133,172
34,180
146,106
109,67
11,29
11,58
73,128
68,112
57,180
90,10
34,92
88,112
11,38
32,95
61,47
145,126
85,158
72,1
111,116
4,41
179,26
81,57
7,93
61,174
79,46
165,146
131,62
117,133
117,100
58,184
89,164
63,187
93,83
116,61
153,63
79,96
155,105
149,180
59,123
25,191
43,15
43,122
50,63
135,171
45,80
57,27
164,183
70,151
112,27
101,80
88,55
9,29
12,97
81,185
106,58
35,118
70,23
124,173
3,137
176,55
32,45
47,79
32,136
12,174
81,128
34,68
123,147
42,65
58,175
32,39
67,168
95,115
108,97
153,82
43,122
5,78
125,30
116,177
131,73
146,96
133,115
110,172
99,157
142,10
125,3
83,28
33,10
28,159
167,150
84,86
162,104
62,86
85,174
5,89
150,60
18,47
26,71
32,170
86,131
110,144
26,99
164,116
121,108
173,107
53,191
1,13
180,135
136,119
147,137
25,103
154,37
84,119
167,189
106,184
73,114
126,191
5,103
35,59
66,170
17,152
166,155
147,19
77,97
176,87
141,51
137,169
25,37
67,16
24,52
107,193
135,5
145,14
3,95
42,117
174,100
46,163
110,45
121,141
137,103
127,80
37,122
81,179
33,73
143,132
16,144
125,96
18,150
80,125
167,24
149,80
158,160
56,59
41,170
132,78
126,183
81,141
125,186
4,86
139,138
3,26
113,187
70,174
154,122
43,151
107,150
126,96
158,117
45,22
133,109
136,184
2,46
165,3
130,16
156,123
112,20
158,16
151,36
81,64
21,8
24,154
59,61
56,182
84,34
74,130
62,90
1,95
177,3
48,116
28,180
174,18
16,93
156,132
99,136
175,11
103,18
88,11
102,129
153,154
60,157
156,9
179,115
63,78
67,130
10,171
119,33
93,31
56,132
73,14
65,14
142,82
32,159
141,72
62,118
91,67
147,98
16,66
54,174
99,20
48,110
167,125
66,15
88,128
128,40
103,2
7,59
86,17
103,144
148,177
10,58
114,154
68,161
171,40
174,148
93,121
146,63
120,16
47,47
10,139
56,133
162,152
33,13
62,47
62,93
29,190
98,152
162,168
93,38
110,90
125,70
84,39
41,115
143,101
158,6
121,32
161,14
138,185
135,85
83,16
86,169
178,75
128,132
3,18
93,144
47,18
100,23
112,191
173,10
78,136
116,109
17,93
114,157
107,184
44,128
2,11
100,72
147,46
121,10
49,103
42,57
86,10
169,122
170,147
75,72
69,126
61,34
73,6
68,137
93,146
117,165
101,100
90,94
3,100
52,163
69,159
143,138
14,185
82,182
13,72
58,4
28,153
3,124
112,7
163,58
42,82
72,4
20,136
78,71
104,69
3,101
125,159
144,107
73,145
80,33
63,168
78,50
89,105
103,182
72,76
5,151
132,162
9,36
29,12
49,25
113,189
43,20
75,125
49,13
173,27
136,123
141,11
170,67
142,168
37,1
152,51
94,9
155,151
53,142
80,165
142,142
140,113
162,64
173,115
84,85
13,76
83,181
54,111
37,190
92,53
140,144
155,3
132,169
65,107
149,51
154,95
100,64
101,169
48,100
9,31
105,174
98,6
148,130
136,108
32,148
12,114
138,188
68,39
99,87
180,125
112,104
89,41
162,87
91,53
119,5
15,100
24,12
72,21
101,187
177,188
108,186
1,48
26,108
167,52
60,66
38,158
20,184
94,159
87,65
46,68
28,132
112,92
61,154
85,71
134,62
78,141
161,136
80,87
46,94
113,86
65,25
155,14
170,31
120,111
20,86
107,30
4,28
180,121
10,124
168,6
130,88
70,38
33,56
67,120
45,118
28,77
89,182
129,119
117,43
13,183
63,145
175,80
20,154
125,163
78,89
162,48
18,162
96,15
174,81
110,92
176,85
53,18
180,47
40,129
109,44
164,147
140,41
81,177
151,64
87,11
78,24
16,88
51,67
165,65
164,26
26,44
90,149
157,133
129,144
71,117
169,129
57,58
108,26
152,72
17,76
53,189
65,113
22,193
109,58
56,184
96,27
130,161
160,170
159,74
69,48
79,98
158,62
164,88
168,169
83,183
132,36
41,121
167,122
129,43
88,120
23,82
130,58
111,18
64,129
118,95
42,156
121,120
138,166
132,41
101,70
151,161
146,100
77,132
84,14
179,157
179,130
84,59
163,105
116,115
90,53
74,108
87,171
29,158
142,180
141,150
65,66
75,53
163,127
142,130
60,63
170,132
128,141
124,113
43,29
165,51
52,110
24,90
19,77
93,2
17,34
71,96
40,51
122,143
30,104
176,29
146,27
65,116
87,178
57,176
54,43
152,120
71,104
159,167
150,11
52,29
43,185
161,44
30,164
112,84
63,100
4,188
118,67
174,192
75,94
137,46
132,182
77,75
81,86
165,111
51,147
142,59
2,112
48,146
9,167
87,19
150,90
59,137
69,91
162,96
76,44
178,39
39,120
52,35
116,16
82,13
62,114
59,95
62,159
157,129
139,71
48,4
49,39
70,191
129,141
107,192
108,30
103,155
67,177
84,78
123,99
83,148
62,147
58,133
106,109
162,190
172,10
51,106
59,173
20,20
146,125
171,139
147,110
61,39
64,13
20,145
113,49
37,25
38,163
136,116
18,62
6,78
8,32
161,124
144,21
58,168
77,130
133,52
29,170
62,115
151,90
79,38
154,86
114,142
18,78
29,96
12,75
154,33
92,61
18,118
59,185
115,46
136,4
168,66
63,30
106,112
118,188
14,25
11,114
6,13
85,193
118,115
14,120
83,145
118,160
174,135
25,154
71,99
96,127
62,112
164,93
148,101
178,30
118,10
165,179
81,42
148,151
74,102
61,169
83,34
117,83
135,21
21,26
42,70
87,8
94,192
156,171
15,150
68,77
119,100
14,10
134,84
15,136
136,75
122,171
30,32
140,18
141,64
30,116
137,41
132,104
106,163
104,17
55,68
73,22
141,128
87,150
53,143
115,175
156,145
13,125
134,53
180,153
147,134
48,13
156,148
122,156
83,42
40,181
121,68
120,14
160,171
82,132
62,162
150,59
77,18
116,56
117,38
172,38
18,98
157,155
58,29
25,69
114,51
155,110
1,75
167,121
178,37
87,145
101,50
21,46
110,88
143,12
63,14
95,170
34,61
115,103
39,36
171,161
104,74
79,106
40,7
105,53
49,133
156,10
69,59
17,5
174,16
16,174
41,155
117,52
89,159
133,27
142,97
23,140
47,56
28,164
54,14
93,167
93,174
180,114
171,108
174,160
9,193
100,17
11,39
59,140
97,169
54,40
46,13
59,29
176,60
135,52
39,122
41,116
25,17
76,43
85,167
152,182
35,134
66,11
108,119
170,114
142,55
44,115
123,189
14,144
6,105
127,185
36,162
79,5
175,88
48,78
91,1
23,99
74,172
87,170
155,128
154,113
55,38
113,141
141,118
91,63
58,182
2,93
125,59
127,129
151,122
3,29
41,141
63,187
5,50
124,40
121,42
74,7
76,105
103,100
39,184
34,8
65,83
20,154
169,24
25,82
10,1
72,7
15,22
152,75
49,26
163,158
134,15
28,148
37,69
147,89
64,8
76,38
122,143
114,31
31,24
125,84
36,45
2,132
178,144
75,76
17,85
97,26
175,77
157,108
34,2
44,136
32,165
14,21
79,136
161,188
35,70
22,193
178,128
37,1
106,23
100,141
2,130
130,130
162,46
176,127
87,184
24,152
104,52
165,96
79,136
161,98
20,165
44,111
100,111
28,38
136,31
37,157
109,141
139,113
60,150
144,96
166,60
90,87
129,34
30,140
20,152
16,133
66,53
143,123
160,126
110,125
120,126
75,185
151,98
47,11
114,32
114,102
72,175
43,62
46,170
156,100
4,136
99,88
55,171
106,74
108,23
41,174
161,85
2,2
131,109
47,60
7,119
37,30
53,121
104,178
94,168
77,38
157,193
154,98
44,183
38,150
93,59
83,58
96,169
156,27
54,141
93,129
112,95
124,169
62,64
39,160
82,175
68,127
104,171
36,12
160,84
53,104
108,92
111,71
89,159
151,43
82,115
132,19
153,191
108,33
122,152
164,143
71,83
7,175
165,11
172,121
36,102
46,169
78,35
14,33
172,22
6,83
54,125
126,188
120,138
60,32
159,24
126,54
37,91
152,192
115,73
145,92
105,129
48,43
122,31
92,139
1,82
101,119
85,132
74,164
58,79
55,107
83,88
114,177
155,142
115,177
77,133
48,66
85,21
32,178
104,78
19,22
47,95
103,181
158,189
48,129
12,56
105,88
159,189
178,89
32,19
111,93
58,28
146,193
117,175
108,164
176,77
44,134
127,149
156,27
37,143
166,33
47,86
76,80
3,159
73,134
21,137
155,164
12,145
90,119
137,31
151,26
162,157
12,131
155,159
66,17
55,32
142,6
43,111
96,112
58,186
133,110
98,39
19,123
69,128
8,1
35,121
92,173
113,151
85,84
153,173
11,149
26,23
50,29
140,103
23,187
1,129
112,150
26,157
67,141
83,108
75,31
22,66
92,69
134,189
60,160
127,157
97,176
133,106
152,115
116,146
14,46
103,138
76,149
125,85
166,22
167,109
173,23
10,65
173,28
82,32
131,24
33,103
22,73
5,52
59,166
77,107
